músculo | мышца | Me duele el músculo después del entrenamiento. (У меня болит мышца после тренировки.)
harina de maíz | кукурузная мука | La harina de maíz se usa para hacer tortillas mexicanas. (Кукурузная мука используется для приготовления мексиканских лепёшек.)
levadura | дрожжи | Sin levadura el pan no sube. (Без дрожжей хлеб не поднимается.)
pan integral | цельнозерновой хлеб | Prefiere el pan integral al blanco por su fibra. (Она предпочитает цельнозерновой хлеб белому из-за клетчатки.)
pan rallado | панировочные сухари | Rebozó las croquetas con pan rallado. (Она обваляла крокеты в панировочных сухарях.)
pan de molde | хлеб для тостов / нарезной хлеб | Usa pan de molde para hacer los sándwiches. (Он использует нарезной хлеб для сэндвичей.)
leche condensada | сгущённое молоко | Añadió leche condensada al café para endulzarlo. (Она добавила сгущённое молоко в кофе, чтобы подсластить его.)
leche en polvo | сухое молоко | La leche en polvo se conserva mucho tiempo. (Сухое молоко хранится очень долго.)
receta | рецепт | Siguió la receta al pie de la letra. (Она следовала рецепту слово в слово.)
ingredientes | ингредиенты | Compró todos los ingredientes en el mercado. (Она купила все ингредиенты на рынке.)
modo de preparación | способ приготовления | El modo de preparación está al final de la receta. (Способ приготовления указан в конце рецепта.)
carne a la plancha | мясо на гриле | Pidió carne a la plancha con patatas. (Он заказал мясо на гриле с картошкой.)
pescado frito | жареная рыба | El pescado frito es muy típico en el sur de España. (Жареная рыба очень типична для юга Испании.)
blando | мягкий (о пище) | Le gustan los filetes muy blandos, no duros. (Ему нравятся очень мягкие стейки, не жёсткие.)
crudo | сырой | Prefiere el atún crudo, como en el sushi. (Она предпочитает сырого тунца, как в суши.)
poco hecho | с кровью / слабой прожарки | Pidió el filete poco hecho. (Он заказал стейк слабой прожарки.)
muy hecho | хорошо прожаренный | Le gusta la carne muy hecha, sin rastro de sangre. (Ей нравится мясо хорошей прожарки, без следов крови.)
salado | солёный | La sopa estaba demasiado salada. (Суп был слишком солёным.)
dulce | сладкий | El postre estaba muy dulce, casi empalagoso. (Десерт был очень сладким, почти приторным.)
picante | острый | No puede comer picante, le sienta mal. (Он не может есть острое, ему плохо от этого.)
amargo | горький | El café sin azúcar es muy amargo. (Кофе без сахара очень горький.)
freír | жарить (во фритюре) | Frió las patatas en abundante aceite. (Она пожарила картошку в большом количестве масла.)
hervir | кипятить / варить | Hirvió el agua antes de añadir la pasta. (Он вскипятил воду перед тем, как добавить пасту.)
cocer | варить / запекать | Coció las patatas durante veinte minutos. (Она варила картошку двадцать минут.)
asar | запекать / жарить на огне | Asaron el cordero a fuego lento durante horas. (Они запекали барашка на медленном огне несколько часов.)
aliñar | заправлять (салат) | Aliñó la ensalada con aceite, vinagre y sal. (Она заправила салат маслом, уксусом и солью.)
condimentar | приправлять | Condimentó el pollo con ajo, romero y limón. (Она приправила курицу чесноком, розмарином и лимоном.)
batir huevos | взбивать яйца | Batió los huevos con un tenedor hasta que quedaron espumosos. (Она взбила яйца вилкой до образования пены.)
pelar fruta | чистить фрукты | Peló la naranja con cuidado para no mancharse. (Она аккуратно очистила апельсин, чтобы не испачкаться.)
cortar en dados | нарезать кубиками | Cortó el pepino en dados pequeños para la ensalada. (Она нарезала огурец маленькими кубиками для салата.)
aliñar una ensalada | заправить салат | Aliñó la ensalada justo antes de servirla. (Она заправила салат прямо перед подачей.)
quemarse la comida | подгореть | Se distrajo y se le quemó la comida. (Она отвлеклась, и еда подгорела.)
cocer al vapor | готовить на пару | Coció las verduras al vapor para conservar los nutrientes. (Она приготовила овощи на пару, чтобы сохранить питательные вещества.)
cocer a fuego lento | готовить на медленном огне | El guiso debe cocer a fuego lento durante dos horas. (Рагу нужно готовить на медленном огне два часа.)
calentar una salsa | разогреть соус | Calentó la salsa a fuego medio sin que llegara a hervir. (Она разогрела соус на среднем огне, не доводя до кипения.)
rebozar una pechuga | обвалять грудку в кляре | Rebozó las pechugas con huevo y pan rallado. (Она обваляла грудки в яйце и панировочных сухарях.)
dorar la cebolla | поджарить лук до золотистого цвета | Doró la cebolla a fuego lento antes de añadir el tomate. (Она поджарила лук на медленном огне перед добавлением томата.)
exprimir un limón | выжать лимон | Exprimió medio limón sobre el pescado. (Она выжала половину лимона на рыбу.)
rallar queso | натереть сыр | Ralló el queso por encima de la pasta. (Она натёрла сыр поверх пасты.)
picar carne | перемолоть мясо / мелко нарезать | Picó la carne para hacer las albóndigas. (Она прокрутила мясо для приготовления фрикаделек.)
trocear una manzana | нарезать яблоко на куски | Troceó la manzana y la añadió a la ensalada de frutas. (Она нарезала яблоко и добавила его во фруктовый салат.)
sopa de pescado | рыбный суп | La sopa de pescado es perfecta para el invierno. (Рыбный суп отлично подходит для зимы.)
gazpacho | гаспачо | El gazpacho es una sopa fría típica de Andalucía. (Гаспачо — холодный суп, типичный для Андалусии.)
cocido | косидо (испанское рагу с нутом) | El cocido madrileño es uno de los platos más tradicionales de España. (Мадридское косидо — одно из самых традиционных блюд Испании.)
croquetas | крокеты | Las croquetas de jamón son un aperitivo clásico. (Крокеты с ветчиной — классическая закуска.)
sabor agradable | приятный вкус | El plato tenía un sabor muy agradable y suave. (Блюдо имело очень приятный и мягкий вкус.)
soso | безвкусный / пресный | La sopa estaba sosa, le faltaba sal. (Суп был безвкусным, в нём не хватало соли.)
sentar bien | хорошо усваиваться / подходить | La comida ligera siempre me sienta bien por la noche. (Лёгкая еда всегда хорошо усваивается у меня по ночам.)
sentar mal | плохо усваиваться / не подходить | Los fritos le sientan mal al estómago. (Жареная еда плохо воспринимается его желудком.)
bacalao al pilpil | треска пиль-пиль (блюдо баскской кухни) | El bacalao al pilpil es un plato típico del País Vasco. (Треска пиль-пиль — типичное блюдо Страны Басков.)
fabada | фабада (астурийское рагу с фасолью) | La fabada asturiana es un plato muy contundente. (Астурийская фабада — очень сытное блюдо.)
arroz con leche | рисовый пудинг с молоком | De postre pidió arroz con leche con canela. (На десерт она заказала рисовый пудинг с корицей.)
macedonia de frutas | фруктовый салат | Preparó una macedonia de frutas para el postre. (Она приготовила фруктовый салат на десерт.)
pincho | пинчо (закуска на хлебе) | Pidieron varios pinchos en el bar del centro. (Они заказали несколько пинчо в баре в центре.)
ración | порция (закуска) | Pidieron una ración de patatas bravas para compartir. (Они заказали порцию картошки брас, чтобы поделиться.)
sabroso | вкусный | El guiso estaba muy sabroso, repitió dos veces. (Рагу было очень вкусным, он взял добавку дважды.)
delicioso | восхитительный / очень вкусный | La tarta de chocolate estaba deliciosa. (Шоколадный торт был восхитительным.)
exquisito | изысканный / превосходный | El menú degustación fue absolutamente exquisito. (Дегустационное меню было абсолютно превосходным.)
incomestible | несъедобный | La carne estaba tan quemada que era incomestible. (Мясо было так сильно сгоревшим, что оказалось несъедобным.)
disfrutar de una comida | наслаждаться едой | Disfrutaron de una comida increíble en la terraza. (Они наслаждались потрясающей едой на террасе.)
cuchara | ложка | Removió el café con una cuchara pequeña. (Она помешала кофе маленькой ложкой.)
tenedor | вилка | Se le cayó el tenedor al suelo. (У него упала вилка на пол.)
cuchillo | нож | Cortó el pan con un cuchillo de sierra. (Она нарезала хлеб зубчатым ножом.)
sartén | сковородка | Calentó aceite en la sartén antes de freír. (Она нагрела масло на сковородке перед жаркой.)
cazo | ковш / маленькая кастрюля | Calentó la leche en un cazo pequeño. (Она разогрела молоко в маленьком ковше.)
mantel | скатерть | Puso un mantel blanco para la cena especial. (Она постелила белую скатерть к особому ужину.)
copa de vino | бокал для вина | Sirvió el vino en copas de cristal. (Она налила вино в хрустальные бокалы.)
taza de café | кофейная чашка | Pidió una taza de café solo sin azúcar. (Он попросил чашку чёрного кофе без сахара.)
vaso de agua | стакан воды | Bebió un vaso de agua antes de comer. (Она выпила стакан воды перед едой.)
jarra de cerveza | кружка пива | Pidió una jarra de cerveza bien fría. (Он заказал кружку холодного пива.)
recoger la mesa | убрать со стола | Recogió la mesa después de cenar. (Она убрала со стола после ужина.)
poner la mesa | накрыть на стол | Puso la mesa antes de que llegaran los invitados. (Она накрыла на стол до прихода гостей.)
fregar los platos | мыть посуду | Fregó los platos después de cenar. (Он помыл посуду после ужина.)
poner el lavavajillas | включить посудомоечную машину | Puso el lavavajillas cuando acabaron de cenar. (Она включила посудомойку, когда закончили ужинать.)
fuente | блюдо (для подачи еды) | Sirvió el pescado en una fuente grande. (Она подала рыбу на большом блюде.)
bol | миска / чаша | Preparó un bol de cereales para el desayuno. (Она приготовила миску хлопьев на завтрак.)
olla a presión | скороварка | Coció las lentejas en la olla a presión en veinte minutos. (Она сварила чечевицу в скороварке за двадцать минут.)
cazuela de barro | глиняная кастрюля | El guiso sabe mejor cocinado en cazuela de barro. (Рагу вкуснее, приготовленное в глиняной кастрюле.)
cuenco | пиала / миска | Sirvió la sopa en un cuenco hondo. (Она подала суп в глубокой миске.)
ensaladera | салатница | Preparó la ensalada directamente en la ensaladera. (Она приготовила салат прямо в салатнице.)
sopera | супница | Trajo la sopa a la mesa en una sopera grande. (Она принесла суп на стол в большой супнице.)
abrelatas | консервный нож | Necesitó el abrelatas para abrir los guisantes en conserva. (Ей понадобился консервный нож, чтобы открыть консервированный горошек.)
restaurante de lujo | ресторан класса люкс | Reservó mesa en un restaurante de lujo para el aniversario. (Он забронировал столик в ресторане класса люкс к годовщине.)
comida casera | домашняя еда | El restaurante es modesto pero tiene muy buena comida casera. (Ресторан скромный, но с очень хорошей домашней едой.)
cocina andaluza | андалузская кухня | El restaurante se especializa en cocina andaluza tradicional. (Ресторан специализируется на традиционной андалузской кухне.)
tomar nota | принять заказ | El camarero tardó mucho en venir a tomar nota. (Официант долго не подходил принять заказ.)
traer el primer plato | подать первое блюдо | Tardaron mucho en traer el primer plato. (Первое блюдо подавали очень долго.)
retirar el segundo plato | убрать второе блюдо | El camarero retiró el segundo plato y trajo el postre. (Официант убрал второе блюдо и принёс десерт.)
tomar un aperitivo | выпить аперитив | Tomaron un aperitivo mientras esperaban la mesa. (Они выпили аперитив, пока ждали столик.)
ir de tapas | идти есть тапас | Los viernes suelen ir de tapas por el centro. (По пятницам они обычно ходят есть тапас в центр.)
para tomar aquí | здесь / на месте | ¿Es para tomar aquí o para llevar? (Вы будете есть здесь или возьмёте с собой?)
para llevar | с собой / навынос | Pidió dos bocadillos para llevar. (Он заказал два бутерброда навынос.)
bufé | шведский стол | El hotel ofrecía un bufé de desayuno muy completo. (Отель предлагал очень разнообразный завтрак-шведский стол.)
barra | барная стойка | Se sentaron en la barra a tomar unas cañas. (Они сели у барной стойки выпить кружку пива.)
barman | бармен | El barman preparó el cóctel en cuestión de segundos. (Бармен приготовил коктейль за считанные секунды.)
comedor | обеденный зал / столовая | El comedor estaba lleno a la hora de la comida. (Обеденный зал был заполнен в обеденное время.)
comer de menú | есть по меню дня | Al mediodía suele comer de menú, es más barato. (В обед он обычно берёт меню дня — это дешевле.)
comer a la carta | заказывать по меню | Prefieren comer a la carta para elegir lo que quieren. (Они предпочитают заказывать по меню, чтобы выбрать то, что хотят.)
tapear | есть тапас | Le encanta tapear con los amigos los sábados. (Ей очень нравится есть тапас с друзьями по субботам.)
atender una mesa | обслуживать столик | El camarero atendió la mesa con mucha amabilidad. (Официант обслуживал столик с большой любезностью.)
sentarse a la mesa | садиться за стол | Se sentaron a la mesa a las dos en punto. (Они сели за стол ровно в два часа.)
montar un restaurante | открыть ресторан | Siempre soñó con montar su propio restaurante. (Он всегда мечтал открыть собственный ресторан.)
campus | университетский городок | El campus tiene biblioteca, cafetería y zonas deportivas. (В университетском городке есть библиотека, кафетерий и спортивные зоны.)
secretaría | секретариат | Fue a la secretaría a recoger su certificado de notas. (Она пошла в секретариат за справкой об оценках.)
administración | администрация | La administración del centro gestiona las matrículas. (Администрация учебного заведения занимается записью студентов.)
centro de recursos | ресурсный центр | El centro de recursos tiene ordenadores y material didáctico. (В ресурсном центре есть компьютеры и учебные материалы.)
aula multimedia | мультимедийный класс | La clase se impartió en el aula multimedia con proyector. (Урок проходил в мультимедийном классе с проектором.)
colegio público | государственная школа | Estudió en un colegio público del barrio. (Он учился в государственной школе своего района.)
colegio privado | частная школа | El colegio privado tiene cuotas muy altas. (В частной школе очень высокие взносы.)
colegio concertado | субсидируемая частная школа | El colegio concertado es privado pero con financiación pública. (Субсидируемая школа частная, но с государственным финансированием.)
guardería | детский сад (ясли) | Lleva al niño a la guardería desde los seis meses. (Она отводит ребёнка в ясли с шести месяцев.)
jardín de infancia | детский сад | El jardín de infancia está cerca del parque. (Детский сад находится рядом с парком.)
colegio bilingüe | двуязычная школа | En el colegio bilingüe las clases se dan en inglés y español. (В двуязычной школе уроки ведутся на английском и испанском.)
colegio laico | светская школа | Prefieren un colegio laico sin educación religiosa. (Они предпочитают светскую школу без религиозного воспитания.)
escuela superior | высшая школа | Se matriculó en la Escuela Superior de Arte Dramático. (Она поступила в Высшую школу драматического искусства.)
alumnado | учащиеся / контингент учеников | El alumnado del centro es muy diverso culturalmente. (Учащиеся этого центра очень разнообразны в культурном плане.)
profesorado | преподавательский состав | El profesorado del colegio es muy comprometido. (Преподавательский состав школы очень преданный своему делу.)
catedrático | профессор / заведующий кафедрой | El catedrático de Historia lleva treinta años en la universidad. (Профессор истории работает в университете уже тридцать лет.)
rector | ректор | El rector inauguró el curso académico con un discurso. (Ректор открыл учебный год речью.)
jefe de estudios | заведующий учебной частью | El jefe de estudios organizó el calendario de exámenes. (Заведующий учебной частью составил расписание экзаменов.)
tutor | тьютор / классный руководитель | El tutor se reunió con los padres para hablar del progreso del alumno. (Классный руководитель встретился с родителями, чтобы поговорить об успехах ученика.)
director de tesis | научный руководитель | Su director de tesis la orientó durante tres años. (Её научный руководитель помогал ей на протяжении трёх лет.)
delegado de curso | староста группы | El delegado de curso transmitió las quejas al profesor. (Староста группы передал жалобы преподавателю.)
conferenciante | докладчик / лектор | El conferenciante habló durante una hora sobre el cambio climático. (Докладчик говорил в течение часа об изменении климата.)
universitario | студент / университетский | Los universitarios tuvieron una huelga la semana pasada. (На прошлой неделе студенты объявили забастовку.)
asociación de antiguos alumnos | ассоциация выпускников | La asociación de antiguos alumnos organiza reuniones cada año. (Ассоциация выпускников организует встречи каждый год.)
asignatura teórica | теоретическая дисциплина | La filosofía es una asignatura principalmente teórica. (Философия — преимущественно теоретическая дисциплина.)
asignatura práctica | практическая дисциплина | El laboratorio de química es una asignatura muy práctica. (Лабораторная химия — очень практическая дисциплина.)
matrícula | запись / регистрация | Formalizó la matrícula antes del plazo límite. (Она оформила запись до крайнего срока.)
beca | стипендия / грант | Consiguió una beca para estudiar en el extranjero. (Он получил грант на обучение за рубежом.)
conferencia | лекция / конференция | Asistió a una conferencia sobre inteligencia artificial. (Она посетила конференцию по искусственному интеллекту.)
matricularse | записаться / поступить | Se matriculó en el máster en septiembre. (Он записался на магистратуру в сентябре.)
devolver la matrícula | вернуть регистрационный взнос | Devolvió la matrícula al no poder asistir al curso. (Она вернула регистрационный взнос, так как не смогла посещать курс.)
hacer un intercambio | пройти обменную программу | Hizo un intercambio en Alemania durante un semestre. (Он прошёл обменную программу в Германии в течение семестра.)
hacer unas prácticas | пройти стажировку | Hizo unas prácticas en una empresa de marketing. (Она прошла стажировку в маркетинговой компании.)
asignatura obligatoria | обязательный предмет | El inglés es una asignatura obligatoria en todos los cursos. (Английский — обязательный предмет на всех курсах.)
asignatura optativa | предмет по выбору | Eligió música como asignatura optativa. (Она выбрала музыку как предмет по выбору.)
formación continua | непрерывное обучение | La formación continua es clave en el mundo laboral actual. (Непрерывное обучение — ключевой фактор в современном рабочем мире.)
educación primaria | начальное образование | La educación primaria dura seis años en España. (Начальное образование длится шесть лет в Испании.)
educación secundaria | среднее образование | La educación secundaria obligatoria termina a los dieciséis años. (Обязательное среднее образование заканчивается в шестнадцать лет.)
educación universitaria | университетское образование | Decidió apostarlo todo por la educación universitaria. (Он решил сделать ставку на университетское образование.)
enseñanza a distancia | дистанционное обучение | Estudió el máster mediante enseñanza a distancia. (Она прошла магистратуру посредством дистанционного обучения.)
curso intensivo | интенсивный курс | Hizo un curso intensivo de español en verano. (Он прошёл интенсивный курс испанского летом.)
curso de perfeccionamiento | курс повышения квалификации | Hizo un curso de perfeccionamiento en traducción. (Она прошла курс повышения квалификации по переводу.)
seminario | семинар | Participó en un seminario sobre lingüística aplicada. (Он участвовал в семинаре по прикладной лингвистике.)
congreso | конгресс / конференция | Presentó su investigación en un congreso internacional. (Она представила своё исследование на международном конгрессе.)
solicitar una beca | подать заявку на стипендию | Solicitó una beca Erasmus para estudiar en Italia. (Он подал заявку на стипендию Erasmus для учёбы в Италии.)
disfrutar de una beca | пользоваться стипендией | Disfrutó de una beca durante dos años. (Она пользовалась стипендией в течение двух лет.)
obtener créditos | получить зачётные единицы | Obtuvo los créditos necesarios para graduarse. (Он получил необходимые зачётные единицы для получения диплома.)
tener un buen expediente | иметь хорошую академическую успеваемость | Tiene un expediente excelente y optó a la beca. (У неё отличная успеваемость, и она претендовала на стипендию.)
aprender de memoria | учить наизусть | Aprendió el poema de memoria en una tarde. (Она выучила стихотворение наизусть за один вечер.)
saber de memoria | знать наизусть | Se sabe de memoria todas las capitales del mundo. (Он знает наизусть все столицы мира.)
memorizar | запоминать / заучивать | Memorizó todas las fórmulas antes del examen. (Она запомнила все формулы перед экзаменом.)
reflexionar | размышлять | Reflexionó sobre las consecuencias antes de decidir. (Он поразмышлял о последствиях перед тем, как принять решение.)
deducir | делать вывод / дедуцировать | Dedujo la respuesta a partir del contexto. (Она вывела ответ из контекста.)
sacar conclusiones | делать выводы | Tras el experimento, sacaron conclusiones importantes. (После эксперимента они сделали важные выводы.)
quedarse en blanco | забыть всё / провалиться (на экзамене) | Se quedó en blanco al ver la primera pregunta del examen. (Он забыл всё, увидев первый вопрос на экзамене.)
formarse | получать образование / обучаться | Se formó en diseño gráfico durante tres años. (Она получала образование в области графического дизайна три года.)
recibir clases | получать уроки | Recibe clases de piano desde los seis años. (Она получает уроки фортепиано с шести лет.)
alumno brillante | блестящий ученик | Es un alumno brillante, siempre saca las mejores notas. (Он блестящий ученик, всегда получает лучшие оценки.)
alumno conflictivo | трудный / проблемный ученик | El alumno conflictivo interrumpía constantemente la clase. (Трудный ученик постоянно прерывал урок.)
didáctico | дидактический / учебный | El material es muy didáctico y fácil de entender. (Материал очень наглядный и легко понятный.)
test | тест | Hizo un test de veinte preguntas de opción múltiple. (Она прошла тест из двадцати вопросов с вариантами ответов.)
control | контрольная работа | Mañana tienen un control de matemáticas. (Завтра у них контрольная по математике.)
aprobar un examen | сдать экзамен | Aprobó todos los exámenes a la primera. (Он сдал все экзамены с первого раза.)
suspender un examen | завалить экзамен | Suspendió el examen de química y tendrá que repetirlo. (Она завалила экзамен по химии и должна будет пересдать.)
corregir un examen | проверять экзамен | El profesor tardó una semana en corregir los exámenes. (Преподаватель потратил неделю на проверку экзаменов.)
tener buena nota | получить хорошую оценку | Tuvo muy buena nota en el examen oral. (Она получила очень хорошую оценку на устном экзамене.)
aprobar el curso | перейти на следующий курс / окончить год | Aprobó el curso con una nota media de ocho. (Он окончил год со средней оценкой восемь.)
repetir el curso | остаться на второй год | Tuvo que repetir el curso por suspender cinco asignaturas. (Ей пришлось остаться на второй год, провалив пять предметов.)
nota media | средняя оценка | Su nota media fue de siete con cinco. (Её средняя оценка составила семь с половиной.)
evaluación parcial | промежуточная аттестация | La evaluación parcial es en noviembre. (Промежуточная аттестация — в ноябре.)
autoevaluación | самооценка / самоаттестация | La autoevaluación ayuda a los alumnos a ser conscientes de su progreso. (Самооценка помогает ученикам осознавать свой прогресс.)
presentarse a un examen | явиться на экзамен | Se presentó al examen sin haber dormido. (Он явился на экзамен без сна.)
examinarse | сдавать экзамен | Se examina de inglés la semana que viene. (Она сдаёт экзамен по английскому на следующей неделе.)
hacer una prueba de nivel | пройти тест на определение уровня | Hizo una prueba de nivel antes de matricularse. (Он прошёл тест на определение уровня перед записью.)
sacar un sobresaliente | получить отлично | Sacó un sobresaliente en el examen final. (Она получила отлично на итоговом экзамене.)
sacar un notable | получить хорошо | Sacó un notable a pesar de no haber estudiado mucho. (Он получил хорошо, несмотря на то что не очень много учился.)
poner notas | выставлять оценки | El profesor puso las notas antes del fin de semana. (Преподаватель выставил оценки до выходных.)
pasar de curso | перейти в следующий класс | Pasó de curso con todas las asignaturas aprobadas. (Она перешла в следующий класс, сдав все предметы.)
tener una asignatura pendiente | иметь несданный предмет | Tiene dos asignaturas pendientes del año pasado. (У него два несданных предмета с прошлого года.)
pedir revisión de examen | запросить пересмотр экзамена | Pidió revisión del examen porque creía que la nota era injusta. (Она запросила пересмотр экзамена, считая оценку несправедливой.)
bachillerato | аттестат о среднем образовании / старшая школа | Terminó el bachillerato con una nota media de nueve. (Он окончил старшую школу со средней оценкой девять.)
carrera | высшее образование / специальность | Estudió la carrera de Medicina durante seis años. (Она изучала медицину шесть лет.)
máster | магистратура | Hizo un máster en Relaciones Internacionales. (Он прошёл магистратуру по международным отношениям.)
doctorado | докторантура | Está haciendo el doctorado sobre lingüística computacional. (Она занимается докторантурой по компьютерной лингвистике.)
licenciado | дипломированный специалист / выпускник | Es licenciado en Derecho por la Universidad de Madrid. (Он дипломированный юрист Мадридского университета.)
doctor | доктор наук | Se convirtió en doctor a los treinta y dos años. (Он стал доктором наук в тридцать два года.)
formación profesional | профессионально-техническое образование | Hizo formación profesional en administración de empresas. (Она прошла профессионально-техническое образование по управлению бизнесом.)
licenciarse | получить диплом о высшем образовании | Se licenció en Filología Hispánica. (Она получила диплом по испанской филологии.)
doctorarse | защитить докторскую диссертацию | Se doctoró después de cinco años de investigación. (Он защитил докторскую после пяти лет исследований.)
hacer la tesis doctoral | писать докторскую диссертацию | Lleva tres años haciendo la tesis doctoral. (Она пишет докторскую диссертацию уже три года.)
tener una licenciatura | иметь диплом о высшем образовании | Tiene una licenciatura en Economía. (У него диплом по экономике.)
ser licenciado en Empresariales | иметь диплом по бизнес-администрированию | Es licenciado en Empresariales y trabaja en una consultora. (Он дипломированный специалист по бизнес-администрированию и работает в консалтинге.)
abandonar los estudios | бросить учёбу | Abandonó los estudios para trabajar a tiempo completo. (Она бросила учёбу, чтобы работать на полную ставку.)
completar los estudios | завершить учёбу | Completó los estudios con una nota excelente. (Он завершил учёбу с отличной оценкой.)
tener una duda | иметь вопрос / сомнение | Tengo una duda sobre el ejercicio tres. (У меня вопрос по третьему упражнению.)
equivocarse | ошибаться | Se equivocó al conjugar el verbo. (Она ошиблась при спряжении глагола.)
hacer una actividad en parejas | выполнять задание в парах | Hicieron la actividad en parejas para practicar el diálogo. (Они выполняли задание в парах для отработки диалога.)
hacer un esquema | составить схему | Hizo un esquema del tema antes de estudiar. (Она составила схему темы перед тем, как начать учить.)
hacer un resumen | написать краткое изложение | Hizo un resumen de dos páginas del capítulo. (Он написал краткое изложение главы на двух страницах.)
tomar apuntes | вести конспект | Tomó apuntes durante toda la conferencia. (Она вела конспект на протяжении всей лекции.)
subrayar un libro | подчёркивать в книге | Subrayó las partes más importantes del texto. (Он подчеркнул наиболее важные части текста.)
levantar la mano | поднять руку | Levantó la mano para hacer una pregunta. (Она подняла руку, чтобы задать вопрос.)
salir a la pizarra | выйти к доске | Salió a la pizarra a resolver el ejercicio. (Он вышел к доске решать упражнение.)
explicar un tema | объяснять тему | El profesor explicó el tema con ejemplos muy claros. (Преподаватель объяснил тему с очень понятными примерами.)
relacionar | соотносить / связывать | Relacionó cada palabra con su definición. (Она соотнесла каждое слово с его определением.)
corregir los deberes | проверять домашнее задание | El profesor corrigió los deberes al inicio de la clase. (Преподаватель проверил домашнее задание в начале урока.)
hacer una pausa | сделать перерыв | Hicieron una pausa de diez minutos a mitad de la clase. (Они сделали десятиминутный перерыв в середине урока.)
plantear una duda | поставить вопрос / озвучить сомнение | Planteó una duda sobre la gramática al final de la clase. (Он озвучил вопрос о грамматике в конце урока.)
resolver una duda | разрешить сомнение / ответить на вопрос | La profesora resolvió todas las dudas con paciencia. (Преподаватель терпеливо ответила на все вопросы.)
aplicar una fórmula | применить формулу | Aplicó la fórmula correctamente y obtuvo el resultado. (Она правильно применила формулу и получила результат.)
analizar un tema | анализировать тему | Analizaron el tema desde diferentes perspectivas. (Они анализировали тему с разных точек зрения.)
debatir un tema | дискутировать по теме | Debatieron el tema de la inmigración en clase. (Они дискутировали на тему иммиграции в классе.)
consultar un diccionario | обращаться к словарю | Consultó el diccionario para entender la palabra. (Она обратилась к словарю, чтобы понять слово.)
hacer una presentación | делать презентацию | Hizo una presentación sobre el cambio climático. (Он сделал презентацию об изменении климата.)
presentar un proyecto | представить проект | Presentaron el proyecto ante toda la clase. (Они представили проект перед всем классом.)
pasar lista | делать перекличку | El profesor pasó lista al inicio de la clase. (Преподаватель провёл перекличку в начале урока.)
estar castigado | быть наказанным | Estuvo castigado sin recreo por portarse mal. (Он был наказан и лишён перемены за плохое поведение.)
enciclopedia | энциклопедия | Buscó la información en la enciclopedia de la biblioteca. (Она нашла информацию в библиотечной энциклопедии.)
apuntes | конспекты | Le prestó los apuntes a un compañero que faltó a clase. (Он одолжил конспекты однокласснику, который пропустил урок.)
folio | лист бумаги формата A4 | Entregó el examen escrito en tres folios. (Она сдала экзамен, написанный на трёх листах.)
papel reciclado | переработанная бумага | En el colegio usan papel reciclado para reducir el impacto ambiental. (В школе используют переработанную бумагу для снижения воздействия на окружающую среду.)
carpeta | папка | Guarda todos los apuntes en una carpeta por asignaturas. (Она хранит все конспекты в папке, разделённой по предметам.)
cartucho de tinta | картридж для принтера | El cartucho de tinta se agotó justo antes de imprimir el trabajo. (Картридж закончился прямо перед распечаткой работы.)
grapadora | степлер | Usó la grapadora para unir las páginas del informe. (Он использовал степлер, чтобы скрепить страницы доклада.)
grapa | скобка (для степлера) | Se le acabaron las grapas y no pudo grapar el documento. (У неё закончились скобки, и она не смогла скрепить документ.)
clip | скрепка | Sujetó las hojas con un clip para no perderlas. (Он скрепил листы скрепкой, чтобы не потерять их.)
celo | скотч | Pegó el cartel en la pared con celo. (Она приклеила плакат на стену скотчем.)
borrador | ластик / черновик | Borró el error con el borrador antes de corregirlo. (Он стёр ошибку ластиком перед тем, как исправить её.)
retroproyector | диапроектор / оверхед-проектор | El profesor usó el retroproyector para mostrar los esquemas. (Преподаватель использовал проектор для показа схем.)
